0.051267,0.69956,1
-0.092742,0.68494,1
-0.21371,0.69225,1
-0.375,0.50219,1
-0.51325,0.46564,1
-0.52477,0.2098,1
-0.39804,0.034357,1
-0.30588,-0.19225,1
0.016705,-0.40424,1
0.13191,-0.51389,1
0.38537,-0.56506,1
0.52938,-0.5212,1
0.63882,-0.24342,1
0.73675,-0.18494,1
0.54666,0.48757,1
0.322,0.5826,1
0.16647,0.53874,1
-0.046659,0.81652,1
-0.17339,0.69956,1
-0.47869,0.63377,1
-0.60541,0.59722,1
-0.62846,0.33406,1
-0.59389,0.005117,1
-0.42108,-0.27266,1
-0.11578,-0.39693,1
0.20104,-0.60161,1
0.46601,-0.53582,1
0.67339,-0.53582,1
-0.13882,0.54605,1
-0.29435,0.77997,1
-0.26555,0.96272,1
-0.83007,0.553209,1
1.07090,0.178764,1
0.363368,-0.769740,1
0.186646,1.108900,1
-0.087200,0.036645,1
0.142046,0.727625,1
-0.605518,0.639969,1
0.032754,0.347486,1
-0.697239,0.192000,1
0.704291,-0.417376,1
-1.146991,-0.750201,1
0.052774,1.320443,1
0.511346,0.963154,1
-0.036479,0.825410,1
-0.234532,0.431783,1
-0.232430,-0.151297,1
-0.018535,-0.114598,1
0.610149,0.222032,1
0.124499,-0.045126,1
0.582344,-0.242913,1
0.263533,-0.051767,1
-0.591812,-0.121217,1
-0.519711,0.017537,1
-0.270834,0.280794,1
0.212694,0.050278,1
-0.103346,0.269220,1
-0.378169,0.479410,1
0.18376,0.93348,0
0.22408,0.77997,0
0.28996,0.61915,0
0.50634,0.75804,0
0.61578,0.7288,0
0.60426,0.59722,0
0.76555,0.50219,0
0.92684,0.3633,0
0.82316,0.27558,0
0.96141,0.085526,0
0.360845,0.226329,0
1.190959,0.584388,0
-0.149527,-0.057439,0
-0.213643,-0.127432,0
0.514070,-0.225780,0
-0.132871,-0.141259,0
0.469902,-0.587283,0
-0.283324,0.063075,0
0.081266,0.355394,0
-0.204878,0.620307,0
0.078805,1.361915,0
-0.895998,0.435493,0
-0.648330,-0.276037,0
0.971935,0.999363,0
-1.082001,0.012483,0
-0.124704,-0.944980,0
-0.115604,0.321507,0
0.026678,-0.876105,0
0.502800,0.246875,0
-0.122599,-0.253909,0
0.291192,0.584794,0
-0.347271,0.169154,0
0.352704,-0.856102,0
-0.026680,-0.832500,0
-0.582976,0.359832,0
-0.166688,-0.076477,0
-0.247758,0.549654,0
0.288449,-0.270650,0
0.067141,-0.111923,0
1.196104,-0.246618,0
-0.256765,-0.050769,0
-0.324243,0.194993,0
0.056506,-0.687604,0
-0.395940,-0.538075,0
0.571507,1.360748,0
0.650123,0.297879,0
0.457247,0.207886,0
0.796356,0.459212,0
-0.212448,-0.442328,0
-0.431684,0.281627,0
-0.744952,0.012975,0
0.626967,0.138920,0
0.972096,0.850072,0
-0.243291,-0.557568,0
-0.115182,-0.116928,0
0.112491,0.933955,0
-0.690021,-0.070754,0
0.088214,0.693486,0
0.183586,0.332018,0
0.629439,0.371751,0
